organoid_type,doi,pmcid,first_author,year,journal,species,source_cell_type,license,has_methods,has_supplement,gold_candidate,flags,notes,pmid,title,cited_by,in_current_corpus
retinal,10.3389/fncel.2025.1635775,PMC12464001,Aoshima,2025,Frontiers in cellular neuroscience,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41019299,Establishment of human Leber's hereditary optic neuropathy model using iPSC-derived retinal organoids,0,no
retinal,10.1186/s13023-025-04059-7,PMC12577290,Liu,2025,Orphanet journal of rare diseases,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41174671,Progress of iPSC-derived retinal organoids in the study of inherited retinal diseases,0,no
retinal,,PMC13193134,,2026,Research square,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,,Halofantrine protects photoreceptors in multiple models of retinal degeneration,0,no
retinal,10.1111/cts.70420,PMC12673224,Li,2025,Clinical and translational science,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,41332270,Application of Machine Learning to Discriminate Photoreceptor Cell Species in Xenotransplanted Chimeric Retinas,1,no
retinal,10.1371/journal.pbio.3003597,PMC12843511,Afting,2026,PLoS biology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41592127,A deep learning-based computational pipeline predicts developmental outcome in retinal organoids,0,no
retinal,10.1167/iovs.66.9.58,PMC12302050,Piccolo,2025,Investigative ophthalmology & visual science,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40693713,Investigation of ABCA4 Missense Variants and Potential Small Molecule Rescue in Retinal Organoids,1,no
retinal,10.1016/j.omta.2026.201705,PMC13148931,George,2026,Molecular therapy. Advances,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,42137598,Gene therapy induces pigmentation in induced pluripotent stem cell-derived retinal pigment epithelium of OCA1A patients and albino rat eye,0,no
retinal,10.1186/s12974-025-03366-x,PMC11966913,Schmied,2025,Journal of neuroinflammation,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40181459,Microglia determine an immune-challenged environment and facilitate ibuprofen action in human retinal organoids,2,no
retinal,10.3390/cells14040252,PMC11854395,Zabiegalov,2025,Cells,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,39996725,Generation of a Double Reporter mES Cell Line to Simultaneously Trace the Generation of Retinal Progenitors and Photoreceptors,0,no
retinal,10.1101/gad.352924.125,PMC12758142,McNerney,2026,Genes & development,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41102017,DIO3 coordinates photoreceptor development timing and fate stability in human retinal organoids,0,no
retinal,10.3389/fcell.2025.1750142,PMC12950791,Baakdhah,2025,Frontiers in cell and developmental biology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41777802,&lt;i&gt;In Vitro&lt;/i&gt; retinal ganglion cell differentiation and enrichment under the scope: do subtypes matter?,0,no
retinal,10.3390/ijms26010055,PMC11719574,McDonald,2024,International journal of molecular sciences,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,39795914,Conventional and Tropism-Modified High-Capacity Adenoviral Vectors Exhibit Similar Transduction Profiles in Human iPSC-Derived Retinal Organoids,3,no
retinal,10.1371/journal.pone.0308743,PMC11315325,Matsushita,2024,PloS one,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,39121095,"Rapid and efficient generation of mature retinal organoids derived from human pluripotent stem cells via optimized pharmacological modulation of Sonic hedgehog, activin A, and retinoic acid signal transduction",4,no
retinal,10.3390/biomedicines14010045,PMC12837672,Bellapianta,2025,Biomedicines,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41595581,Single-Cell Transcriptomics on <i>PRPF31</i>-Mutated Retinal Organoids Reveal Early Müller Glial Activation and Progressive Photoreceptor Degeneration,0,no
retinal,10.1007/s12015-024-10802-7,PMC11762450,Lee,2025,Stem cell reviews and reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,39422807,Retinal Organoids from Induced Pluripotent Stem Cells of Patients with Inherited Retinal Diseases: A Systematic Review,10,no
retinal,10.1002/smtd.202401050,PMC12825330,Rogler,2026,Small methods,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40509616,3D Quantification of Viral Transduction Efficiency in Living Human Retinal Organoids,1,no
retinal,10.1038/s41597-025-05079-5,PMC12116939,Zhao,2025,Scientific data,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,40425564,Longitudinal scRNA-seq of retinal organoids derived from Stargardt disease patient with ABCA4 mutation,3,no
retinal,10.3390/ijms252312947,PMC11641514,Lei,2024,International journal of molecular sciences,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,39684658,Integration and Differentiation of Transplanted Human iPSC-Derived Retinal Ganglion Cell Precursors in Murine Retinas,5,no
retinal,10.1172/jci.insight.186338,PMC12288960,Stone,2025,JCI insight,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40504625,Device-free isolation of photoreceptor cells from patient iPSC-derived retinal organoids,4,no
retinal,10.1016/j.omtn.2025.102740,PMC12594906,Lopes da Costa,2025,Molecular therapy. Nucleic acids,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41210588,Prime editing for the investigation of aberrant splicing defect associated with a pathogenic &lt;i&gt;PRPH2&lt;/i&gt; variant,3,no
retinal,10.3390/biomedicines13051167,PMC12108686,Arthur,2025,Biomedicines,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40426994,Cannabidiol-Loaded Retinal Organoid-Derived Extracellular Vesicles Protect Oxidatively Stressed ARPE-19 Cells,2,no
retinal,10.1186/s13287-026-04924-7,PMC12990659,Gao,2026,Stem cell research & therapy,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,41664121,Early hypoxia treatment and oxygen-concentration alteration promote the retinal progenitor proliferation and ganglion cell maturation in human retinal organoid development,0,no
retinal,10.1167/iovs.66.12.46,PMC12453064,Li,2025,Investigative ophthalmology & visual science,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,40970667,Exon Skipping Therapy Restores Ciliary Function in USH2A-Related Retinal Degeneration,0,no
retinal,10.1016/j.stemcr.2025.102717,PMC12744860,Loi,2025,Stem cell reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41270749,"Connecting cilium, stress response, and proteostasis abnormalities inform variant and therapy assessment in RPGRIP1 retinal organoids",0,no
retinal,10.1167/tvst.14.9.27,PMC12449818,Soucy,2025,Translational vision science & technology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,40965436,Sustained Neurotrophic Factor Co-Treatment Enhances Donor and Host Retinal Ganglion Cell Survival in Mice,1,no
retinal,10.1186/s13104-025-07440-8,PMC12369226,Watabe,2025,BMC research notes,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,40836356,Computer identification of Notch3 in the neurogenic progenitor cells of mammalian early optic vesicles,1,no
retinal,10.1016/j.ajpath.2025.05.006,PMC12489359,Takano,2025,The American journal of pathology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,40499779,Nitric Oxide May Adversely Affect the Metabolism and Viability of Retinal Organoids Derived from Patients with Leber Hereditary Optic Neuropathy,1,no
retinal,10.18502/jovr.v20.17499,PMC12260729,Malhotra,2025,Journal of ophthalmic & vision research,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40689116,Challenges and Advances in the Production of Transplantable Retinal Tissue from Retinal Organoids,0,no
retinal,10.3390/pathogens14030286,PMC11945118,Ashander,2025,"Pathogens (Basel, Switzerland)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40137771,Human Retinal Organoid Model of Ocular Toxoplasmosis,2,no
retinal,10.1002/advs.202501452,PMC12499486,Shin,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40605490,Human Nervous System-Based Biohybrid Robot-On-A-Chip with Sensing Function for Toxicity Screening,2,no
retinal,10.7555/jbr.39.20250251,PMC13231361,Fu,2026,Journal of biomedical research,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,40958430,Role of stem cells in ocular diseases: Progress and challenges,0,no
retinal,10.1016/j.stemcr.2025.102747,PMC12925966,Wang,2026,Stem cell reports,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,41418782,Human CRX regulates photoreceptor cells development via bidirectional transcriptional control in retinal organoids,0,no
retinal,10.1097/jcma.0000000000001198,PMC12718864,Chien,2025,Journal of the Chinese Medical Association : JCMA,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover retinal,39710870,Reprogramming patient-induced pluripotent stem cell-specific retinal organoids for deciphering epigenetic modifications of RNA methylation,2,no
retinal,10.1186/s13287-024-03679-3,PMC10941468,Ho,2024,Stem cell research & therapy,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,38486269,Transplanted human photoreceptors transfer cytoplasmic material but not to the recipient mouse retina,6,no
retinal,10.1038/s41419-026-08491-w,PMC13031871,Huang,2026,Cell death & disease,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover retinal,41760600,STING activation induces polarized cytokine secretion of IFN-β and IL-17A promoting photoreceptor death and choroidal disruption in age-related macular degeneration,0,no
hepatic,10.1186/s12967-026-08169-z,PMC13255226,Ten Dam,2026,Journal of translational medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42032747,Automated and scalable expansion of human liver organoids for translational applications,0,no
hepatic,10.1016/j.isci.2026.114955,PMC12927097,Ma,2026,iScience,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41736863,A cell atlas of multiple liver organoids and the fetal liver based on scRNA-seq,0,no
hepatic,10.1038/s41598-025-32539-0,PMC12824400,Yang,2026,Scientific reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41535358,​Temporal proteomic profiling of iPSC-derived human liver organoids reveals optimal maturation for drug metabolism and toxicology,0,no
hepatic,10.1002/mco2.70571,PMC12771668,Jiao,2026,MedComm,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41503024,Mastering Organoid Growth: A Complete Guide to Overcoming Methodological Challenges,0,no
hepatic,10.1038/s41598-026-43852-7,PMC13129011,Heo,2026,Scientific reports,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41844827,Disease-derived liver organoids as a preclinical screening platform identify Sargassum japonica as an anti-fibrotic candidate,0,no
hepatic,10.1038/s41598-026-42990-2,PMC13136479,Liang,2026,Scientific reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41857098,A robust mouse liver organoid platform enables sustained multicellular maturation and fibrosis modeling from a single tissue sample,0,no
hepatic,10.4254/wjh.v17.i2.95624,PMC11866153,Li,2025,World journal of hepatology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,40027550,Global landscape of hepatic organoid research: A bibliometric and visual study,1,no
hepatic,10.3390/gels11070525,PMC12294766,Ong,2025,"Gels (Basel, Switzerland)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40710688,Biopolymers for Liver Tissue Engineering: A Systematic Review,3,no
hepatic,10.1002/adhm.202504849,PMC13206403,Zhang,2026,Advanced healthcare materials,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41814973,ETV2 Mediated Differentiation of Human Pluripotent Stem Cells Results in Functional Endothelial Cells for Engineering Advanced Vascularized Microphysiological Models,1,no
hepatic,,PMC13126071,Lee,2026,BMB reports,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41981884,New approach methodologies to model liver fibrosis in metabolic dysfunction-associated steatohepatitis,0,no
hepatic,10.1186/s13062-026-00755-x,PMC13088841,Luo,2026,Biology direct,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41808138,The impact of mesenchymal stromal cells on the proliferation and functional maturation of liver organoids,0,no
hepatic,10.3390/ph18121781,PMC12735905,Marfoglia,2025,"Pharmaceuticals (Basel, Switzerland)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41471270,Next-Generation Hydrogels for Biliary Organoid Engineering,0,no
hepatic,,PMC12984627,Pohlberger,2026,Cells,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,,"From Patient Liver Tissue to Organoids: Establishment of a Translational Platform Using Healthy, Steatotic, and Cirrhotic Tissue Sources",0,no
hepatic,10.3390/biom15070956,PMC12292278,Kiss,2025,Biomolecules,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40723828,Hepatic Lipoprotein Metabolism: Current and Future In Vitro Cell-Based Systems,1,no
hepatic,,PMC13260716,Rojo,,Frontiers in cell and developmental biology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,,A guide for establishing patient-derived organoids from bile samples obtained during endoscopic procedures and performing gene expression knockdown,0,no
hepatic,10.1016/j.bbrep.2026.102616,PMC13213680,Oluwasegun,2026,Biochemistry and biophysics reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42211006,Integrating CRISPR genome editing with liver organoid and hiPSC-derived microfluidic platforms to model metabolic dysfunction-associated steatotic liver disease,0,no
hepatic,10.1038/s41423-025-01312-8,PMC12479813,Rezvani,2025,Cellular & molecular immunology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40604306,Human liver immunology: from in vitro models to new insights,4,no
hepatic,10.7150/thno.114415,PMC12665103,Kim,2026,Theranostics,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41328336,A convective transport-enhanced multi-organoid device for therapeutic modeling of the liver-pancreas axis in obesity,0,no
hepatic,,PMC13199092,González-Montero,,Frontiers in veterinary science,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,,Development of ovine hepatic organoids: a powerful in vitro platform to reduce the number of experimental animals used in metabolism and nutrition assays,0,no
hepatic,10.1016/j.mtbio.2025.102757,PMC12857267,Li,2026,Materials today. Bio,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41624535,4D fabrication of scaffolds facilitates the construction of cholangiocyte monolayers from human and mouse liver derived organoids,0,no
hepatic,10.1111/cpr.70118,PMC13052169,You,2026,Cell proliferation,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40873114,Development of NAFLD-Specific Human Liver Organoid Models on a Microengineered Array Chip for Semaglutide Efficacy Evaluation,1,no
hepatic,10.3389/fphar.2025.1473863,PMC11850396,Zou,2025,Frontiers in pharmacology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40008122,Hepatobiliary organoid research: the progress and applications,1,no
hepatic,10.1136/egastro-2026-100379,PMC13141115,Franco Leonardi,2026,eGastroenterology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42095045,Unified platform for multiplex immunofluorescence across liver tissues and engineered models,0,no
hepatic,10.1038/s41392-026-02595-7,PMC12960935,Lim,2026,Signal transduction and targeted therapy,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41781386,Personalized pharmacokinetic-pharmacodynamic guided therapy via an induced pluripotent stem cell-derived multi-organoid platform in NF1-mutant breast cancer,0,no
hepatic,10.1016/j.reth.2024.05.020,PMC11186971,Okumura,2024,Regenerative therapy,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,38903867,Generation of <i>in vivo</i>-like multicellular liver organoids by mimicking developmental processes: A review,2,no
hepatic,10.3748/wjg.v31.i46.114415,PMC12754141,Wang,2025,World journal of gastroenterology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41479645,Application of stem cells in the precise diagnosis and treatment of liver diseases,0,no
hepatic,10.1371/journal.ppat.1013796,PMC12714198,Nitaramorn,2025,PLoS pathogens,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41411280,"Experimental models of liver-stage malaria: Progress, gaps, and challenges",0,no
hepatic,10.1097/cm9.0000000000003707,PMC12875692,Feng,2026,Chinese medical journal,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,40736186,Applications and limitations of pluripotent stem cell-derived liver organoids,3,no
hepatic,10.1016/j.ebiom.2025.106052,PMC12686720,Ha,2025,EBioMedicine,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41297070,Loss of function of Adducin 3 (ADD3) causes abnormal development and impaired barrier function of human and mouse bile duct cells resulting in increased incidence and severity of Biliary Atresia,0,no
hepatic,10.1038/s41467-024-51487-3,PMC11358266,Carolina,2024,Nature communications,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,39198465,Generation of human iPSC-derived 3D bile duct within liver organoid by incorporating human iPSC-derived blood vessel,22,no
hepatic,,PMC13260613,Liu,,Frontiers in bioengineering and biotechnology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,,Modeling ischemic-type biliary lesion in vitro using human expandable intrahepatic cholangiocyte organoids,0,no
hepatic,,PMC13253792,Yao,,Frontiers in cell and developmental biology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,,"Hair follicle organoids: advances in construction, applications, and translational challenges",0,no
hepatic,10.3390/jcm15114016,PMC13257478,Scocca,2026,Journal of clinical medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42278883,"Nasal Epithelial Organoids as Translational Platforms in Inflammatory, Infectious, and Precision Medicine Applications: A Systematic Review",0,no
hepatic,10.1038/s41586-025-09884-1,PMC12893922,Yuan,2026,Nature,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41407857,Human assembloids recapitulate periportal liver tissue in vitro,5,no
hepatic,10.1016/j.apsb.2025.09.029,PMC12750162,Liu,2025,Acta pharmaceutica Sinica. B,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41477334,Generation and applications of an expandable and mature hiPSC-derived liver organoid,0,no
hepatic,10.1038/s41419-026-08635-y,PMC13039810,Wu,2026,Cell death & disease,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41888105,Generation of proliferative hESC-derived grape-clustered hepatocyte organoids with multipolar architecture as regenerative counterpart via synergy of YAP and IGF2 pathways,0,no
hepatic,10.1002/advs.202508584,PMC12631937,Soussi,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41001778,Autologous Organoid-T Cell Co-Culture Platform for Modeling of Immune-Mediated Drug-Induced Liver Injury,2,no
hepatic,10.1186/s13287-026-05030-4,PMC13130776,Doeser,2026,Stem cell research & therapy,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42036700,Induction of fibrosis in human kidney organoids delineates mechanisms and therapeutic targets of fibrotic kidney disease,0,no
hepatic,10.1186/s40360-025-01074-z,PMC12895850,Chen,2026,BMC pharmacology & toxicology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41545841,A human liver organoids-on-chip for the assessment of drug-induced liver injury,0,no
hepatic,10.1186/s13287-024-03865-3,PMC11304926,Liu,2024,Stem cell research & therapy,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,39113154,Liver organoids: updates on generation strategies and biomedical applications,14,no
hepatic,10.3390/biomimetics10090624,PMC12467935,Ehab,2025,"Biomimetics (Basel, Switzerland)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41002858,Hypoxia and Multilineage Communication in 3D Organoids for Human Disease Modeling,2,no
hepatic,10.1038/s41467-025-63323-3,PMC12394640,Li,2025,Nature communications,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,40877283,Recapitulating dengue virus infection with human pluripotent stem cell-derived liver organoids for antiviral screening,3,no
hepatic,10.1177/19476035261458719,PMC13246504,Mazzini,2026,Cartilage,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42257373,Comparative Assessment of Cartilage Quality in Human Induced Chondrocytes (hiCHOs) and Primary Articular Chondrocytes (hACs) Following Fibronectin-Based Selection,0,no
hepatic,10.1016/j.heliyon.2024.e28420,PMC10999936,Gabriel,2024,Heliyon,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,38590903,Evaluation of different media compositions promoting hepatocyte differentiation in the canine liver organoid model,2,no
hepatic,10.3390/biomedicines13061272,PMC12189686,Mugaanyi,2025,Biomedicines,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40563992,Developments and Applications of Liver-on-a-Chip Technology-Current Status and Future Prospects,2,no
hepatic,10.1016/j.ebiom.2026.106277,PMC13157183,Idriss,2026,EBioMedicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42090932,Biological maturation drives the hepatic-to-renal switch in erythropoietin production at birth,0,no
hepatic,10.1242/dmm.052478,PMC12893041,Becker,2026,Disease models & mechanisms,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41614223,Generating cerebellar organoids from pluripotent stem cells,0,no
hepatic,10.52601/bpr.2025.240069,PMC12749118,Song,2025,Biophysics reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41477483,Protocol for fabricating a vascularized bile duct-on-a-chip,0,no
hepatic,10.1016/j.mtbio.2026.103181,PMC13224076,Kim,2026,Materials today. Bio,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42231916,AI-enabled label free monitoring of TGFβ1-induced remodeling in iPSC-derived alveolar organoids,0,no
hepatic,10.1371/journal.pone.0336164,PMC12617951,Na,2025,PloS one,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41237131,Synergistic enhancement of AAV gene delivery in 2D cells and 3D organoids using polybrene and hydroxychloroquine,0,no
hepatic,10.1007/s10544-026-00829-7,PMC13241417,Addario,2026,Biomedical microdevices,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42249199,3D printed chip as platform to vascularize hiPSCs-derived kidney organoids,0,no
hepatic,,PMC13232138,,2026,bioRxiv : the preprint server for biology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,,Inter-organ communication shapes human metabolic tissue states and resolves anti-diabetic drug response modes in a six-tissue microphysiological system,0,no
hepatic,10.1016/j.nsa.2026.106988,PMC12933599,Marcotto,2026,Neuroscience applied,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41756022,Differentiation of human iPSCs into dopaminergic neurons: comparative analysis of 2D and 3D protocols for disease modeling and pharmacology,0,no
kidney,10.3389/fmed.2026.1815902,PMC13167430,Zhao,2026,Frontiers in medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,42136860,Advances and future perspectives of kidney organoid technology in renal disease research and clinical translation,0,no
kidney,10.1016/j.isci.2026.115752,PMC13186046,Wilson,2026,iScience,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,42164856,Classification of indeterminate and off-target cell types within human kidney organoid differentiation,0,no
kidney,10.1016/j.reth.2026.101087,PMC12992528,Shioda,2026,Regenerative therapy,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,41852449,Kidney organoid vascularization: current advancements in the field,0,no
kidney,10.1002/adhm.202504719,PMC13005688,Kearney,2026,Advanced healthcare materials,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,41410166,Kidney Organoids in Drug Development: Integrating Technological Advances and Standardization for Effective Implementation,0,no
kidney,10.1007/s12015-025-10971-z,PMC12504399,Kearney,2025,Stem cell reviews and reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,40965814,Dimethyl Sulfoxide Conditions Induced Pluripotent Stem Cells for more Efficient Nephron Progenitor and Kidney Organoid Differentiation,2,no
kidney,,PMC12937646,Li,2026,Biomedicines,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,,Technological Innovations and the Translational Path of Kidney Organoids,0,no
kidney,10.1002/adhm.202502044,PMC12683206,Lim,2025,Advanced healthcare materials,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,40906456,Induction of Nephron-Ductal Dual Lineages via Early Retinoic Acid Signaling Establishes a Platform for Fully Patterned Kidney Organoids,1,no
kidney,10.3390/life15111680,PMC12653128,Nakanoh,2025,"Life (Basel, Switzerland)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,41302105,Kidney Organoids: Current Advances and Applications,1,no
kidney,10.1038/s44385-025-00063-5,PMC12864042,Tekguc,2026,npj biomedical innovations,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,41640674,Engineering scalable vascularized kidney organoids for in vivo glomerular filtration with human endothelial integration,1,no
kidney,10.1016/j.xinn.2026.101281,PMC13147989,Vincent,2026,Innovation (Cambridge (Mass.)),tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,42100080,Co-induction of stromal and epithelial progenitors for renal regeneration,0,no
kidney,10.1016/j.redox.2026.104236,PMC13235370,Kuang,2026,Redox biology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,42208262,Redox control at the ER-mitochondria interface in kidney transplantation: MAM-centered stress signaling and translational organoid platforms,0,no
kidney,10.1186/s13287-025-04866-6,PMC12829276,Li,2025,Stem cell research & therapy,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,41413587,Modeling kidney fibrosis and tubular regeneration in iPSC-derived kidney organoids,0,no
kidney,10.3390/mps8050125,PMC12566879,Uusi-Rauva,2025,Methods and protocols,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,41149808,Parsing Glomerular and Tubular Structure Variability in High-Throughput Kidney Organoid Culture,0,no
kidney,,PMC12944275,Hossain,2026,Pharmaceutics,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,,Translational Potential: Kidney Tubuloids in Precision Medicine and Regenerative Nephrology,0,no
kidney,10.1038/s41467-025-63107-9,PMC12398611,Schnell,2025,Nature communications,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,40885711,Controlling nephron precursor differentiation to generate proximal-biased kidney organoids with emerging maturity,4,no
kidney,10.1038/s41536-025-00428-9,PMC12398568,Joris,2025,NPJ Regenerative medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,40885721,FGF9 treatment reduces off-target chondrocytes from iPSC-derived kidney organoids,1,no
